Tactic,Feature,Importance
TA0001,REG:READ:HKEY_LOCAL_M...lowFileCLSIDJunctions,0.003151323040752108
TA0001,REG:READ:HKEY_CURRENT...67-806e6f6e6963}\Data,0.0030826226813896063
TA0001,REG:READ:HKEY_LOCAL_M...entVersion\DevicePath,0.0030731575836238007
TA0001,SIGNATURE:allocates_rwx,0.0030268518020196357
TA0001,SYSTEM:DLL_LOADED:urlmon.dll,0.0030016787723669783
TA0001,REG:READ:HKEY_LOCAL_M...l\Nls\Locale\00000409,0.0029420842445303363
TA0001,STRING:unhandledexceptionfilter,0.002906988503550636
TA0001,STRING:shlwapi.dll,0.002894140980893405
TA0001,API:GetFileVersionInfoW,0.0028152302710343097
TA0001,API:OpenServiceW,0.002812738287567175
TA0001,API:GetFileAttributesExW,0.0027862386245880062
TA0001,SYSTEM:DLL_LOADED:rasman.dll,0.002718312681428902
TA0001,API:Process32NextW,0.0026917433717855896
TA0001,REG:READ:HKEY_CURRENT...d\UseDoubleClickTimer,0.0026829866779296174
TA0001,REG:READ:HKEY_LOCAL_M...Nls\Language Groups\1,0.002682453587205572
TA0001,SYSTEM:DLL_LOADED:netutils.dll,0.0026687680442886055
TA0001,API:SendNotifyMessageW,0.00265146163983036
TA0001,SYSTEM:DLL_LOADED:gdiplus.dll,0.0026206591503827718
TA0001,API:DeviceIoControl,0.0026115017544816135
TA0001,STRING:removedirectoryw,0.002595946708932386
TA0001,SYSTEM:DLL_LOADED:c:\...\system32\xmllite.dll,0.002542757350559305
TA0001,STRING:getcomputernamew,0.0025193062092317272
TA0001,REG:READ:HKEY_LOCAL_M...F\EnableAnchorContext,0.0024555338909861154
TA0001,STRING:leavecriticalsection,0.002448965266517702
TA0001,STRING:vs_version_info,0.0023992064255778014
TA0001,STRING:.rdata$r,0.002369043590563094
TA0001,STRING:translation,0.0023271666083796564
TA0001,STRING:fileversion,0.0023104757621154656
TA0001,STRING:@.data,0.0022810177589423987
TA0001,API:CoCreateInstance,0.0022152339220196924
TA0001,REG:READ:HKEY_LOCAL_M...rsion\ProgramFilesDir,0.0022026859757578675
TA0001,STRING:createdirectoryw,0.00219577759965485
TA0001,API:GetFileVersionInfoSizeW,0.0021616839309143406
TA0001,SYSTEM:DLL_LOADED:msls31.dll,0.0021604098490337707
TA0001,STRING:setfilepointerex,0.0021338543402104715
TA0001,STRING:delete,0.0021087044960531216
TA0001,STRING:getstartupinfow,0.0020873366006958793
TA0001,STRING:malloc,0.0020870563886551644
TA0001,API:RegSetValueExW,0.0020651008065652805
TA0001,API:Process32FirstW,0.0020581280340940984
TA0001,API:RegEnumValueW,0.002052327253097399
TA0001,API:GetFileInformationByHandle,0.0020424653658381356
TA0001,REG:READ:HKEY_LOCAL_M...essions\GlobalSession,0.0020382941655376417
TA0001,STRING:ntdll.dll,0.002015545134666965
TA0001,STRING:getfullpathnamea,0.0020003359814126406
TA0001,REG:READ:HKEY_LOCAL_M...Reporting\WMR\Disable,0.0019889586632794777
TA0001,STRING:lockresource,0.0019341669873221843
TA0001,STRING:getexitcodeprocess,0.001925941146132904
TA0001,REG:READ:HKEY_LOCAL_M...-500\ProfileImagePath,0.0019244573570494099
TA0001,STRING:mscoree.dll,0.0019242070159065192
TA0001,STRING:.?avexception@std@@,0.0019172842759638707
TA0001,API:RegCreateKeyExA,0.001906500702130765
TA0001,STRING:msvcrt.dll,0.0018952524539942353
TA0001,API:NtQueryKey,0.001894284456213655
TA0001,STRING:wow64disablewow64fsredirection,0.001877505692545558
TA0001,REG:OPENED:HKEY_LOCAL...289307-1491016761-500,0.001877375823919568
TA0001,SYSTEM:DLL_LOADED:advapi32,0.0018543225756954666
TA0001,REG:OPENED:HKEY_CURRE...rrentVersion\Explorer,0.0018504886785073165
TA0001,STRING:memset,0.0018495662791673233
TA0001,STRING:lstrcata,0.0018373011103382606
TA0001,STRING:shellexecutea,0.0018328053867552733
TA0001,STRING:writeconsolew,0.0017982715299982317
TA0001,FILE:OPENED:c:\,0.0017896071737193067
TA0001,REG:OPENED:HKEY_LOCAL_MACHINE\System\Setup,0.001785029991992991
TA0001,STRING:uqpxy]y[,0.0017626768579656123
TA0001,REG:OPENED:HKEY_LOCAL...3d-a2e2-aeae25577436},0.0017596205419521573
TA0001,STRING:interlockedexchange,0.0017502029306094812
TA0001,API:FindResourceA,0.0017398032095761538
TA0001,FILE:READ:\\?\pipe\wkssvc,0.0017314101536700887
TA0001,SIGNATURE:injection_process_search,0.0017049650295462117
TA0001,STRING:cryptencrypt,0.0016734319334257102
TA0001,REG:READ:HKEY_CURRENT...lowFileCLSIDJunctions,0.0016727981145814958
TA0001,STRING:         (((((                  h,0.0015978128227021689
TA0001,STRING:</html>,0.0015722734411418575
TA0001,STRING:getconsolemode,0.0015685897313491212
TA0001,STRING:setcurrentdirectorya,0.0015661519678050817
TA0001,STRING:regclosekey,0.0015510053686741776
TA0001,STRING:getsysteminfo,0.0015219970490447253
TA0001,API:DrawTextExW,0.0015194394414003423
TA0001,STRING:<dependency>,0.001514645416326113
TA0001,REG:READ:HKEY_CURRENT...ssor\DelayedExpansion,0.0014998219178300294
TA0001,STRING:showwindow,0.0014852719529757598
TA0001,STRING:setservicestatus,0.001480570703189293
TA0001,STRING:isvalidcodepage,0.0014783677164305622
TA0001,STRING:</dependency>,0.0014361767979273238
TA0001,STRING:productversion,0.0014344164354813994
TA0001,REG:READ:HKEY_CURRENT...cessor\CompletionChar,0.0014184682577008014
TA0001,STRING:control,0.0013910118715553393
TA0001,REG:OPENED:HKEY_CURRE...f-9840-806e6f6e6963}\,0.0013771077478644208
TA0001,DIRECTORY:ENUMERATED:c:\windows\system32\*.*,0.0013541599497805003
TA0001,STRING:deletefilea,0.0013219359684764973
TA0001,STRING:cryptstringtobinarya,0.0013039160352873488
TA0001,REG:READ:HKEY_CURRENT...and Processor\AutoRun,0.001303150467885248
TA0001,API:RegQueryInfoKeyW,0.0013024691949059556
TA0001,API:FindWindowW,0.00129855509252054
TA0001,API:CoUninitialize,0.0012884772744358693
TA0001,"DROP:TYPE:ascii_text,...crlf_line_terminators",0.0012843911873868165
TA0001,STRING:virtualallocex,0.001272523689153553
TA0001,SIGNATURE:nolookup_communication,0.0012451892934539353
TA0001,SYSTEM:DLL_LOADED:c:\...ws\syswow64\msctf.dll,0.0011801203151856564
TA0001,REG:OPENED:HKEY_LOCAL...ack\SurrogateFallback,0.0011746338951068391
TA0001,API:GlobalMemoryStatus,0.0011573528040573408
TA0001,REG:OPENED:HKEY_CURRE...ion\Explorer\Advanced,0.0011514791278551932
TA0001,REG:OPENED:HKEY_LOCAL...FC-874A-C0F2E0B9FA8E},0.001151438773699186
TA0001,DIRECTORY:ENUMERATED:c:\users\administrator,0.0011256446950022217
TA0001,API:CreateToolhelp32Snapshot,0.0010842008084635567
TA0001,REG:READ:HKEY_CURRENT...or\PathCompletionChar,0.0010709993363785353
TA0001,STRING:wwwwwx,0.0010135717404839912
TA0001,FILE:OPENED:c:\program files (x86),0.0009885942191075064
TA0001,REG:OPENED:HKEY_CURRE...ion\Policies\Explorer,0.0009807590526932643
TA0001,REG:READ:HKEY_CURRENT...oggle\Language Hotkey,0.0009796928974990036
TA0001,API:ioctlsocket,0.0009777694030099716
TA0001,STRING:wwwwww,0.0009749415247898293
TA0001,SYSTEM:DLL_LOADED:user32,0.000971536720092385
TA0001,STRING:operator,0.0009699869413111254
TA0001,SYSTEM:DLL_LOADED:imm32.dll,0.0009649069058175714
TA0001,STRING:invalidaterect,0.0009587537906909482
TA0001,STRING:getfileattributesa,0.0009575927547770859
TA0001,STRING:globalfree,0.000954519778937691
TA0001,STRING:a_a^a]a\_,0.0009526044059811178
TA0001,"DROP:TYPE:little-endi...,_cr_line_terminators",0.0009471457790022212
TA0001,DROP:TYPE:empty,0.0009446823816016988
TA0001,SIGNATURE:allocates_execute_remote_process,0.0009247788218864451
TA0001,SIGNATURE:antisandbox_foregroundwindows,0.0009179475721824293
TA0001,STRING:stringfileinfo,0.0009070438505044434
TA0001,REG:READ:HKEY_CURRENT...r\NoRecentDocsHistory,0.0008806289414665646
TA0001,STRING:.pdata,0.0008734911639264809
TA0001,API:SHGetSpecialFolderLocation,0.0008692022900107683
TA0001,FILE:OPENED:c:\windows\system32,0.000865425536895223
TA0001,REG:READ:HKEY_CURRENT...40-806e6f6e6963}\Data,0.0008470073417523464
TA0001,STRING:!this program ...t be run in dos mode.,0.000840156382484069
TA0001,FILE:OPENED:\\?\pipe\wkssvc,0.0008199533990664991
TA0001,STRING:lstrcpya,0.0008187066838852981
TA0001,STRING:virtualquery,0.0007971972275523905
TA0001,API:NtGetContextThread,0.0007933682350594324
TA0001,FILE:WRITTEN:\\?\pipe\wkssvc,0.0007826744323030529
TA0001,REG:READ:HKEY_CURRENT...ssor\EnableExtensions,0.0007795042938381088
TA0001,FILE:EXISTS:c:\progra...s\start menu\programs,0.0007752595200322393
TA0001,STRING:openmutexw,0.000770132535197976
TA0001,SYSTEM:DLL_LOADED:cfgmgr32.dll,0.0007653142537444148
TA0001,REG:OPENED:HKEY_LOCAL...E0B9FA8E}\PropertyBag,0.0007564055425130718
TA0001,STRING:kernel32.dll,0.0007539507204199249
TA0001,REG:READ:HKEY_CURRENT...e6f6e6963}\Generation,0.0007495746334166788
TA0001,STRING:getlogicaldrives,0.0007408107937065456
TA0001,API:OpenSCManagerW,0.0007272058360488994
TA0001,REG:OPENED:HKEY_LOCAL...ip\Parameters\Winsock,0.0007259194457266426
TA0001,STRING:internalname,0.0007157717337821023
TA0001,STRING:getfiles,0.0007014929570667994
TA0001,STRING:loadresource,0.0006951062611046654
TA0001,REG:READ:HKEY_CURRENT...ion\Windows\DragDelay,0.0006843072645632505
TA0001,STRING:beginpaint,0.0006768173142883485
TA0001,SYSTEM:GUID:{000214f9...00-c000-000000000046},0.0006481155191727532
TA0001,STRING:setfiletime,0.0006193489327048957
TA0001,STRING:sendmessagea,0.0006132700521096145
TA0001,REG:READ:HKEY_CURRENT...rocessor\DefaultColor,0.0006055648028455103
TA0001,REG:OPENED:HKEY_LOCAL...soft\CTF\KnownClasses,0.0006052580880693314
TA0001,STRING:wwwwwwww,0.0006009893362932218
TA0001,API:RtlAddVectoredExceptionHandler,0.0005977567164453852
TA0001,STRING:</application>,0.0005847730253791666
TA0001,SYSTEM:DLL_LOADED:c:\...ws\system32\ole32.dll,0.0005648418619673576
TA0001,API:RegEnumKeyExW,0.0005535000147504129
TA0001,STRING:originalfilename,0.000550659098349092
TA0001,STRING:corexitprocess,0.0005446225573655429
TA0001,API:RegDeleteKeyW,0.0005380789680850242
TA0001,STRING:regsetvalueexa,0.0005346668221479787
TA0001,STRING:- abort() has been called,0.0005334449620622273
TA0001,API:GetCursorPos,0.0005224102403743053
TA0001,DIRECTORY:ENUMERATED:c:\perflogs\admin\*.*,0.0005217719733392734
TA0001,STRING:enddialog,0.0005116973424150608
TA0001,STRING:cotaskmemfree,0.0005100954240057212
TA0001,STRING:                                 h,0.0005095601051827531
TA0001,SYSTEM:DLL_LOADED:uxtheme.dll,0.0005076631414932557
TA0001,STRING:setwindowpos,0.0005070890940269372
TA0001,SIGNATURE:origin_langid,0.0004977479408343039
TA0001,STRING:locale,0.0004910083538259817
TA0001,DIRECTORY:CREATED:c:\users,0.0004871931064749097
TA0001,STRING:enablewindow,0.00043565865826332905
TA0001,STRING:desktop.ini,0.0004337956883971751
TA0001,FILE:RECREATED:\??\nsi,0.000430529890805514
TA0001,STRING:dispose,0.0004283652622570382
TA0001,STRING:dispatchmessagea,0.0004212481481423115
TA0001,STRING:lookup,0.0004202203570429336
TA0001,API:LoadStringA,0.0004199602495277323
TA0001,DROP:EXTENSION:log,0.00040236979267769174
TA0001,STRING:lca<e3,0.00039826676581486545
TA0001,REG:OPENED:HKEY_CURRE...ell Extensions\Cached,0.00039791812339686356
TA0001,STRING:         h((((                  h,0.00039482823880098073
TA0001,STRING:findfirstfilea,0.0003863289546556182
TA0001,STRING:a_a^a]a\_^],0.0003726242914427618
TA0001,STRING:createwindowexa,0.0003555778397785013
TA0001,STRING:drawtexta,0.00035315792741557575
TA0001,STRING:get_name,0.0003502202449002522
TA0001,STRING:contains,0.00034591525432600966
TA0001,STRING:_initterm,0.0003414237401957582
TA0001,STRING:loader error,0.0003345522697125438
TA0001,REG:OPENED:HKEY_LOCAL...7008628-870289929-500,0.00032630591693200015
TA0001,STRING:uvwatauavawh,0.00030954209703753854
TA0001,SYSTEM:DLL_LOADED:sspicli.dll,0.00030674696210848966
TA0001,REG:OPENED:HKEY_LOCAL...ce-bfc1-08002be10318},0.0003061174219962321
TA0001,STRING:wuser32.dll,0.0002836102697139473
TA0001,REG:OPENED:HKEY_CURRE...orland\Delphi\Locales,0.0002822187650462008
TA0001,STRING:ienumerator,0.00028113767701370306
TA0001,STRING:watauavawh,0.0002798278627990912
TA0001,REG:READ:HKEY_CURRENT...oNetConnectDisconnect,0.00027337101441476664
TA0001,STRING:regdeletekeyexw,0.00027038893827224217
TA0001,SYSTEM:DLL_LOADED:usp10.dll,0.00027035214793551227
TA0001,STRING:`.rsrc,0.00025911072828690713
TA0001,STRING:createencryptor,0.00025908992877741885
TA0001,STRING:getshortpathnamea,0.00025665713614591
TA0001,STRING:accept,0.0002542219883659605
TA0001,STRING:wtsapi32.dll,0.00025081604764726266
TA0001,REG:READ:HKEY_LOCAL_M...-aeae25577436}\Enable,0.00024590817580396793
TA0001,STRING:oleinitialize,0.00023847073956481953
TA0001,STRING:        <reque...uestedexecutionlevel>,0.0002349343148158935
TA0001,REG:OPENED:HKEY_CURRE...outIcon\0409\00020409,0.00023464074884037812
TA0001,DROP:EXTENSION:dat,0.00022797584843439031
TA0001,FILE:EXISTS:c:\users,0.00022500718984027742
TA0001,FILE:EXISTS:c:\,0.00021246647075595965
TA0001,STRING:setbkcolor,0.00021161315157563066
TA0001,STRING:lstrcmpia,0.00020833942854066081
TA0001,DROP:EXTENSION:png,0.00019483949130270472
TA0001,STRING:gettempfilenamew,0.0001925749503508234
TA0001,STRING:.cctor,0.00019230757165196832
TA0001,SYSTEM:DLL_LOADED:c:\...system32\wshtcpip.dll,0.00019066616923549252
TA0001,API:GetSystemDirectoryA,0.00018664130411913228
TA0001,API:WriteProcessMemory,0.000183474832112715
TA0001,REG:READ:HKEY_CURRENT...ies\Explorer\NoDrives,0.00018231251183817616
TA0001,SIGNATURE:injection_ntsetcontextthread,0.00018168325122288245
TA0001,STRING:sizeofresource,0.00018058716219725588
TA0001,STRING:settimer,0.0001787347226163838
TA0001,STRING:getenvironmentvariablea,0.00017372494106390938
TA0001,STRING:iswindow,0.00017270549451819253
TA0001,STRING:remove,0.0001725140108685421
TA0001,STRING:initializearray,0.00016751631816968332
TA0001,STRING:gettemppatha,0.00016514289663356306
TA0001,STRING:imagelist_create,0.00016219840782844233
TA0001,STRING:iswindowvisible,0.00016006011550218955
TA0001,STRING:concat,0.00015883832376215097
TA0001,STRING:regdeletevaluea,0.00013704949864709398
TA0001,STRING:padpadp,0.00013678799705678146
TA0001,STRING:the procedure ...namic link library %s,0.00013089759873723177
TA0001,STRING:isdbcsleadbyte,0.00012084429251869205
TA0001,STRING:pppppp,0.00012054268522021245
TA0001,STRING:dosdatetimetofiletime,0.00010991789213138995
TA0001,REG:OPENED:HKEY_LOCAL...es\Winsock\Parameters,0.00010975028454954229
TA0001,API:SetWindowsHookExW,0.00010329616921538839
TA0001,DIRECTORY:ENUMERATED:...ents and settings\*.*,0.00010044604869798647
TA0001,REG:OPENED:HKEY_LOCAL...ation\Providers\Tcpip,0.00010042315379797792
TA0001,STRING:computehash,9.881354352697561e-05
TA0001,STRING:toarray,9.709542850427361e-05
TA0001,REG:READ:HKEY_LOCAL_M...ersion\CommonFilesDir,9.603209624419507e-05
TA0001,STRING:setdlgitemtexta,9.580832044257742e-05
TA0001,SIGNATURE:network_http,9.45454746774829e-05
TA0001,DROP:TYPE:ascii_text,9.41951665852711e-05
TA0001,STRING:imagelist_destroy,9.284774002235055e-05
TA0001,SIGNATURE:injection_runpe,9.031711349593022e-05
TA0001,STRING:getwindowrect,8.940973952456823e-05
TA0001,REG:OPENED:HKEY_LOCAL...p6\Parameters\Winsock,8.170266503166995e-05
TA0001,STRING:removedirectorya,7.909673960721174e-05
TA0001,DIRECTORY:ENUMERATED:c:\perflogs\*.*,7.70089359288311e-05
TA0001,REG:READ:HKEY_CURRENT... Layout\Toggle\Hotkey,7.69801526567882e-05
TA0001,STRING:iswindowenabled,7.614820892809843e-05
TA0001,FILE:OPENED:c:\window...n-us\imageres.dll.mui,7.556936346675383e-05
TA0001,FILE:OPENED:c:\progra...cessories\wordpad.exe,7.105123727301181e-05
TA0001,API:NtSetContextThread,6.982657136628074e-05
TA0001,REG:READ:HKEY_CURRENT...cies\Explorer\NoClose,6.882063398626879e-05
TA0001,STRING:special,6.813861102935818e-05
TA0001,DIRECTORY:CREATED:c:\users\administrator,6.716434302916604e-05
TA0001,SIGNATURE:injection_write_memory,6.562442128215937e-05
TA0001,STRING:trackpopupmenu,6.270107933693807e-05
TA0001,STRING:msvbvm60.dll,5.862167933434696e-05
TA0001,REG:READ:HKEY_CURRENT...licies\Explorer\NoRun,5.7724558803467486e-05
TA0001,STRING:runtime error     at 00000000,5.6007020421555385e-05
TA0001,DROP:TYPE:xml_1.0_doc...crlf_line_terminators,5.1459447552257315e-05
TA0001,REG:OPENED:HKEY_LOCAL...p Migration\Providers,4.983533403766469e-05
TA0001,STRING:setup.exe,4.9467686767068106e-05
TA0001,SYSTEM:GUID:{56fdf344...d0-958a-006097c9a090},4.668831586790106e-05
TA0001,STRING:context,4.580347745986309e-05
TA0001,STRING:memmove,4.450420038670507e-05
TA0001,"DROP:TYPE:pe32+_execu...86-64,_for_ms_windows",4.31177377309624e-05
TA0001,FILE:FAILED:c:\users\...or\appdata\local\temp,4.276126814124559e-05
TA0001,STRING:get_length,4.204831513535042e-05
TA0001,STRING:shgetmalloc,3.8222081006135035e-05
TA0001,STRING:labels,3.7845699049898704e-05
TA0001,STRING:gettempfilenamea,3.775032036179501e-05
TA0001,STRING:this program must be run under win32,3.495675528781113e-05
TA0001,DROP:EXTENSION:xml,3.408465882532169e-05
TA0001,FILE:FAILED:\device\n...de-9d20-806e6f6e6963},3.304447107906028e-05
TA0001,DROP:EXTENSION:ini,3.216678085927229e-05
TA0001,STRING:msi.dll,3.1913400400860685e-05
TA0001,STRING:nullsoftinst,3.109479349836605e-05
TA0001,SYSTEM:DLL_LOADED:nsi.dll,3.051700771533967e-05
TA0001,STRING:readprocessmemory,2.4431726596142357e-05
TA0001,STRING:<head>,2.282140690963728e-05
TA0001,STRING:install,2.0455310091834446e-05
TA0001,STRING:.aspack,1.926469582286846e-05
TA0001,STRING:enumprocesses,1.795514129657821e-05
TA0001,STRING:the ordinal %u...namic link library %s,1.6230693366021396e-05
TA0001,STRING:`.itext,1.5936866759702434e-05
TA0001,SYSTEM:GUID:{f5078f32...d3-89b9-0000f81fe221},1.563844625792942e-05
TA0001,DROP:EXTENSION:bmp,1.482989366472551e-05
TA0001,SYSTEM:DLL_LOADED:c:\...\system32\version.dll,1.4555931991277543e-05
TA0001,"DROP:TYPE:pe32_execut...80386,_for_ms_windows",1.4546284306747145e-05
TA0001,STRING:</body>,1.4138654338573572e-05
TA0001,REG:READ:HKEY_CURRENT...ngs\Wpad\WpadOverride,1.1807005275545977e-05
TA0001,STRING:pssssss,1.134913447386621e-05
TA0001,REG:READ:HKEY_LOCAL_M...stitutes\MS Shell Dlg,9.865612629972959e-06
TA0001,STRING:_cicos,9.213335961124266e-06
TA0001,SIGNATURE:injection_modifies_memory,9.116998671143592e-06
TA0001,STRING:callwindowproca,8.914013991901123e-06
TA0001,STRING:eabort,6.562219813253067e-06
TA0001,DROP:EXTENSION:dll,6.483700932386766e-06
TA0001,STRING:p.rsrc,3.709231247015338e-06
TA0001,STRING:programfilesdir,1.4905184419227355e-06
TA0001,STRING:dllgetversion,1.1875435486723208e-07
TA0001,API:RemoveDirectoryA,0.0
TA0001,API:RemoveDirectoryW,0.0
TA0001,DIRECTORY:CREATED:c:\...administrator\appdata,0.0
TA0001,DIRECTORY:CREATED:c:\...ows\wer\reportarchive,0.0
TA0001,DIRECTORY:CREATED:c:\...rator\appdata\roaming,0.0
TA0001,DROP:EXTENSION:ttf,0.0
TA0001,DROP:EXTENSION:wav,0.0
TA0001,"DROP:TYPE:pc_bitmap,_...ormat,_164_x_314_x_24",0.0
TA0001,"DROP:TYPE:pe32_execut..._pdb),_for_ms_windows",0.0
TA0001,DROP:TYPE:pe32_execut...lf-extracting_archive,0.0
TA0001,REG:OPENED:HKEY_CURRE...2E-BC0E-3B43DE6B671F},0.0
TA0001,REG:OPENED:HKEY_CURRE...f-945b-806e6f6e6963}\,0.0
TA0001,REG:OPENED:HKEY_CURRE...ion\Policies\Comdlg32,0.0
TA0001,REG:OPENED:HKEY_LOCAL...392814-2180606575-500,0.0
TA0001,REG:OPENED:HKEY_LOCAL...allback\MS Sans Serif,0.0
TA0001,REG:OPENED:HKEY_LOCAL...oft\Windows\Installer,0.0
TA0001,REG:OPENED:HKEY_LOCAL...on\Installer\UserData,0.0
TA0001,REG:READ:HKEY_CURRENT...5b-806e6f6e6963}\Data,0.0
TA0001,REG:READ:HKEY_LOCAL_M...trol\Nls\CodePage\950,0.0
TA0001,"STRING:        <suppo...b9a5-48fd50a15a9a}""/>",0.0
TA0001,STRING:        },0.0
TA0001,"STRING:    processorarchitecture=""x86""",0.0
TA0001,STRING:7777777,0.0
TA0001,STRING:8ldict,0.0
TA0001,STRING:9ldict,0.0
TA0001,STRING:;;b&f7b,0.0
TA0001,STRING:</form>,0.0
TA0001,STRING:>ldict,0.0
TA0001,STRING:?da/b6h,0.0
TA0001,STRING:@h??weldj;,0.0
TA0001,STRING:@h??weldj>,0.0
